Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class,Class_Label,Cluster
31107,640.594,214.648548507602,184.969252585646,1.16045529463451,0.507365875296869,31423,199.014226923797,0.761046141801634,0.989943671832734,0.952581756919709,0.927163161863865,0.0069003294598515,0.003145388256978,0.859631528717401,0.997563958934867,SEKER,5,2
31158,642.626,216.484836208562,183.64431215612,1.17882679657687,0.529514250950734,31492,199.17730225821,0.798759228876128,0.989394131843008,0.948119004016837,0.920051980298156,0.0069479695811208,0.0030710517082392,0.846495646450557,0.997871751221581,SEKER,5,2
31158,641.105,212.0669751385,187.192960068368,1.13287900923757,0.469924156725518,31474,199.17730225821,0.781313473256601,0.989959966956853,0.952623101345308,0.939218858231592,0.0068061806001187,0.0032670098784518,0.882132063657855,0.9993488982934,SEKER,5,2
31178,636.888,212.975925175588,186.56208823219,1.14158201804926,0.482352224460347,31520,199.241216935033,0.764110482072397,0.989149746192893,0.965899596025826,0.935510512612018,0.0068309681562508,0.0032274291125688,0.875179919207602,0.999089658325205,SEKER,5,2
31202,644.454,215.640694698434,184.471684245499,1.16896365737873,0.517871223251886,31573,199.317887493387,0.779192887823394,0.988249453647104,0.944079243407028,0.924305534129939,0.006911117707148,0.0031116465919126,0.854340720423232,0.998693253193524,SEKER,5,2
31203,639.782,215.067736952165,184.874875944121,1.16331511166055,0.51094682922762,31558,199.321081459968,0.762984154929578,0.98875087141137,0.957948541785651,0.926782809382055,0.0068925339535354,0.0031366824591192,0.858926375766094,0.999202032732524,SEKER,5,2
31272,638.666,212.450318949182,187.535938994111,1.13285122888287,0.469883494214805,31593,199.541341688779,0.770322199231451,0.989839521412971,0.963425036380755,0.939237665896417,0.006793627492619,0.003261245517204,0.88216739303855,0.999364415284123,SEKER,5,2
31335,635.011,216.790092286783,184.163440299905,1.17716139497474,0.52758671006422,31599,199.742236730934,0.774277242401779,0.991645305231178,0.976510834463214,0.921362386186462,0.0069184647291138,0.0030754693858982,0.84890864667921,0.999302486731014,SEKER,5,2
31374,636.401,219.865394008333,182.008863698133,1.207992784203,0.560994520118261,31604,199.8664991351,0.769196822594881,0.992722440197443,0.973459862403212,0.909040279106065,0.0070078853193196,0.0029518837956689,0.826354229037234,0.998229945872614,SEKER,5,2
31530,638.857,213.785654347426,188.066482344252,1.13675574553522,0.475535641525624,31791,200.362778093886,0.768949370793093,0.991790129281872,0.970792738740304,0.937213391167368,0.0067803886567531,0.003226920696926,0.878368940583439,0.998490939907905,SEKER,5,2
31573,674.103,217.307026058546,185.448250670846,1.17179334543439,0.521268390422128,32197,200.499356971346,0.756964756653081,0.980619312358294,0.873118506983121,0.922654736977205,0.0068826853976038,0.0030767665446716,0.851291763666475,0.997538023687478,SEKER,5,2
31637,656.711,229.719254636411,175.510445975356,1.30886371668537,0.645190802030003,32045,200.702465049103,0.761823348102485,0.987267904509284,0.921842181991718,0.87368586219194,0.0072610947509691,0.0026097751956546,0.763326985794073,0.999090995672673,SEKER,5,2
31675,657.431,236.752632109384,171.210559184609,1.38281559990762,0.690678219290455,32009,200.822963277326,0.74093567251462,0.989565434721485,0.920928960232452,0.848239622461906,0.0074744319529402,0.002386888739221,0.719510457114316,0.994950284394336,SEKER,5,4
31682,646.721,210.045681626729,192.248415947661,1.09257431636738,0.402841973574384,32026,200.845152434156,0.773184303006638,0.989258727284082,0.951893863107529,0.956197484655159,0.0066298113006353,0.0034187812857825,0.914313629660853,0.998955588872088,SEKER,5,2
31703,656.305,215.708906739895,187.272449690278,1.15184538407356,0.496263280854626,32093,200.911705200914,0.777110501029513,0.987847817281027,0.924908560143662,0.931401990939466,0.0068040534567673,0.0031586108837337,0.867509668726,0.999237007561227,SEKER,5,2
31748,641.826,219.776518299812,184.115105311921,1.19369085946248,0.546072627557524,32020,201.054244089131,0.775589974104656,0.991505309181761,0.968482156016241,0.914812217631273,0.006922531129514,0.0029906976165729,0.836881393527448,0.99897766990794,SEKER,5,2
31768,650.954,220.959494859984,183.292068076593,1.20550494726073,0.558465259169797,32173,201.117562279247,0.777674418604651,0.987411804929599,0.942104629800205,0.910201041175846,0.0069554109437164,0.002944773314582,0.828465935357594,0.99871978371057,SEKER,5,2
31811,642.092,223.98468285222,180.91712284293,1.23805132058551,0.589564968712359,32052,201.253628930189,0.773877292852625,0.992480968426307,0.969600136066738,0.898515141157984,0.0070411078825632,0.0028308858721706,0.807329458890153,0.999515302726536,SEKER,5,2
31821,649.681,213.735645200693,189.969201915978,1.12510682281661,0.458286561004727,32168,201.285259154806,0.772354368932039,0.98921288236757,0.947378131655798,0.94174866792015,0.0067168110744694,0.0032589894456886,0.886890553529376,0.997846612867501,SEKER,5,2
31823,662.532,222.872688946637,181.894696257825,1.22528415358922,0.577858150317048,32274,201.291584603299,0.774847820793767,0.986025903203817,0.911039619618029,0.903168466063129,0.0070035096925694,0.002874554587641,0.815713278090826,0.999480553517006,SEKER,5,2
31837,656.404,224.91255418413,180.439421864232,1.24647126365413,0.596968353593323,32238,201.335857178331,0.785245659037096,0.987561263105652,0.928537747530147,0.895173939528085,0.0070645021259581,0.0027982792022322,0.801336382010231,0.99884277269632,SEKER,5,2
31915,640.718,216.320361538156,188.065306942129,1.15024065339558,0.494138341379461,32184,201.582340670563,0.777655945419103,0.99164180959483,0.976946683198448,0.931869470063762,0.0067780154014775,0.0031528452028966,0.868380709236916,0.99884679438879,SEKER,5,2
31972,639.974,213.687480532895,190.644947293341,1.12086621526926,0.451705438552652,32246,201.762272797153,0.772270531400966,0.991502822055449,0.98096837706725,0.944193231601575,0.0066835819008161,0.0032766689712814,0.891500858602225,0.999253193290773,SEKER,5,2
31992,640.338,212.88736370737,191.487253659592,1.11175736054902,0.436968431674381,32258,201.825368859238,0.774212284013359,0.991753983507967,0.980466376243067,0.948038274064317,0.0066543937142838,0.0033158260517468,0.898776569090849,0.99922146617575,SEKER,5,2
31994,654.535,212.171396083836,192.422531787773,1.10263280558976,0.421302376628277,32391,201.831677380576,0.78974131121643,0.987743508999413,0.938453277390992,0.951267141122195,0.0066315995525359,0.0033497163908302,0.904909173778794,0.99778254108762,SEKER,5,2
32015,653.676,212.929989278447,191.810134583788,1.11010812718779,0.434206940282972,32375,201.897904953707,0.761880964279765,0.988880308880309,0.941538948867788,0.948189147230393,0.0066509445347008,0.0033162175205669,0.8990626589255,0.998056764524262,SEKER,5,2
32026,654.237,230.979067419152,176.931808304158,1.30546943273243,0.642831065083752,32349,201.932586918725,0.779448987538941,0.990015147299762,0.940247873362075,0.874246264715767,0.0072122359151674,0.002598871632471,0.764306531369471,0.997778813940591,SEKER,5,2
32038,645.085,224.482321107924,181.940866806836,1.23382022438232,0.585751299809343,32308,201.970414997408,0.770514670514671,0.991642936733936,0.967478614801258,0.899716351829356,0.0070067520166029,0.0028321676925391,0.809489513749126,0.998764533489084,SEKER,5,2
32044,652.651,216.147146845467,188.970540325967,1.14381398535783,0.485443520101132,32395,201.989326380117,0.778069153069153,0.989164994597932,0.94535422940668,0.934499156375763,0.0067453235190821,0.0031732055227639,0.873288673267012,0.998879797737396,SEKER,5,2
32057,642.082,215.918285273981,189.303386911369,1.14059388369566,0.4809714696791,32301,202.030294969777,0.779804908900727,0.992446054301724,0.977128658233448,0.935679415541017,0.006735448896465,0.0031845979370415,0.875495968667179,0.998585347061992,SEKER,5,2
32066,669.313,236.436655048021,173.230899314783,1.36486421292766,0.680580172001965,32481,202.058652973531,0.780878628482369,0.987223299775253,0.899489569384345,0.854599524479365,0.0073734377548812,0.0024260534698442,0.730340347240357,0.996815403205524,SEKER,5,4
32109,663.582,224.472352289152,182.364496199987,1.23089941828912,0.583080943792937,32567,202.194086317828,0.767625331707667,0.985936684373753,0.91632059983195,0.900752739728826,0.0069909480920973,0.0028388222941241,0.811355498128986,0.998697010672647,SEKER,5,2
32114,648.566,222.657507373999,183.829036100673,1.21122055632202,0.564236126931391,32393,202.209828494129,0.760670803922498,0.991387028061618,0.959391599713714,0.908165329249268,0.0069333470565485,0.0029092589187908,0.824764265250432,0.998971432191153,SEKER,5,2
32167,654.893,217.960517017149,188.204715944682,1.15810337654458,0.504381753098667,32521,202.376620278865,0.760593019956493,0.989114725869438,0.942496457059229,0.928501285684425,0.0067759044056688,0.0031065408644223,0.862114637517631,0.998417872677674,SEKER,5,2
32213,658.216,221.481114338168,185.295432369925,1.1952864218261,0.547784366560733,32585,202.521271610055,0.76290735126942,0.988583704158355,0.934338332357564,0.91439521701537,0.0068755196454278,0.0029649752527065,0.836118612900586,0.999401225036144,SEKER,5,2
32218,653.595,222.756071381096,184.404683949012,1.20797404171517,0.560975566460154,32566,202.536988355899,0.75443156539047,0.989314008475097,0.947743902155772,0.909232179846598,0.006914025432401,0.0029148078301697,0.826703156868597,0.998635953701248,SEKER,5,2
32233,665.493,221.233683701027,185.592372872437,1.1920408165323,0.544289509536922,32710,202.584131277473,0.775204425204425,0.985417303576888,0.914584019736575,0.915702020996241,0.0068635771942117,0.0029767816237827,0.8385101912566,0.999538373056174,SEKER,5,2
32251,644.051,220.980962776812,186.027783501276,1.1878922525317,0.539747142543915,32514,202.640688306307,0.764060649135276,0.991911176723873,0.977040421644609,0.9170051834328,0.0068519104144619,0.0029886743829183,0.840898506442622,0.998896820968673,SEKER,5,2
32258,654.808,220.804030078904,186.277755809551,1.18534834779013,0.53691890750618,32612,202.662678443928,0.775805675805676,0.989145099963204,0.945408163831568,0.917839580969183,0.0068449386223232,0.0029965149595458,0.842429496393685,0.998572411679922,SEKER,5,2
32262,652.419,222.698656271345,184.512992892548,1.20695379105923,0.559941517597533,32563,202.675243165626,0.781313571636152,0.990756379940423,0.952462641652081,0.910087409412469,0.0069028162008352,0.0029210466788225,0.8282590927711,0.999670451999354,SEKER,5,2
32279,646.556,218.181603796504,188.553141772327,1.15713587026809,0.503143725687597,32623,202.728634545065,0.790183598531212,0.989455292278454,0.970325943687563,0.929173821337145,0.0067592429690047,0.0031078903101509,0.863363990258273,0.999029442225635,SEKER,5,2
32323,649.59,217.371457379769,189.591319048293,1.14652642573999,0.489149967062039,32615,202.866758746904,0.784843628593629,0.991047064234248,0.962593367623502,0.933272294312663,0.0067249777984645,0.0031470533899704,0.870997175331621,0.998621278262591,SEKER,5,2
32338,653.602,221.411341343968,186.136272979216,1.18951205909603,0.541530904990862,32672,202.913825053015,0.782490865535848,0.989777179236043,0.951253517768984,0.916456328846243,0.0068467852478189,0.0029792954120347,0.839892202682334,0.999061903431366,SEKER,5,2
32355,657.166,221.279621000057,186.360409938842,1.18737462035351,0.53917432775905,32720,202.967153672475,0.783793604651163,0.988844743276284,0.941458315972127,0.917242865633898,0.0068391167053023,0.0029861880101434,0.841334474556285,0.99897920231659,SEKER,5,2
32368,675.385,221.658064937458,186.17622928518,1.19058198669352,0.542701939342946,32806,203.007924929023,0.759099437148218,0.986648783759069,0.891708502338534,0.915860765031501,0.0068480618183841,0.0029721125583393,0.838800940924086,0.998661290685795,SEKER,5,2
32376,643.009,219.130013730037,188.300427392052,1.16372552502919,0.511456520670891,32608,203.033010863617,0.784302325581395,0.99288518155054,0.984008731460785,0.926541314024415,0.0067682855735741,0.0030769298396763,0.85847880659409,0.999033699930142,SEKER,5,2
32433,653.76,219.83669711196,188.00923682406,1.16928668413076,0.518261407847297,32775,203.211658510026,0.76932017647896,0.989565217391304,0.953586943724989,0.9243755077276,0.00677817954281,0.003052717038448,0.854470079286658,0.999120485698042,SEKER,5,2
32465,653.85,225.202449417725,183.692094560686,1.22597790588819,0.578509867521597,32767,203.311883124984,0.765034404750683,0.990783410138249,0.954265043453442,0.902796055951696,0.0069367765106337,0.0028424712305333,0.815040718641939,0.99922191345425,SEKER,5,2
32514,649.012,221.445489897254,187.134423177447,1.18334984091768,0.534673643692279,32843,203.465256389191,0.784983099951714,0.98998264470359,0.970006873650654,0.918805149220218,0.0068107735097882,0.0029941246907159,0.844202902233588,0.99898737006036,SEKER,5,2
32518,651.651,221.262785372889,187.256110603346,1.18160515381833,0.532696426660149,32811,203.477771551828,0.758915235250187,0.991070067965012,0.962284651111448,0.919620401636505,0.0068043171588932,0.0030019171437902,0.845701683106086,0.999285467350991,SEKER,5,2
32518,655.131,220.821199193386,187.665586505827,1.17667390865256,0.527019604549459,32842,203.477771551828,0.79403218323444,0.990134583764692,0.952088655357595,0.921459408313561,0.0067907374129216,0.0030199623917195,0.849087441169578,0.999099038188805,SEKER,5,2
32525,663.914,225.077855560317,184.214734173858,1.22182330620684,0.574579253881493,33000,203.499671234406,0.769057977868155,0.985606060606061,0.927264249095811,0.904130131895053,0.0069201492870197,0.0028524562955169,0.817451295400567,0.998781044409387,SEKER,5,2
32578,657.571,227.037573996575,182.842305722646,1.24171248606419,0.59281399771747,32901,203.66540670517,0.781922043010753,0.990182669219781,0.946779790962294,0.897055950343453,0.0069690457976725,0.0027837562587593,0.804709378046596,0.999217682373403,SEKER,5,2
32581,649.583,224.424177897585,184.92347131983,1.21360569480895,0.566603091116333,32851,203.674783925297,0.772061611374408,0.991781072113482,0.970297634580016,0.90754385660819,0.0068881918264505,0.002882408175749,0.823635851667267,0.999569160032213,SEKER,5,2
32615,664.789,218.146746288941,191.00227698353,1.14211594612431,0.48309517204947,33016,203.78102892943,0.808562857922007,0.987854373637024,0.927383996993245,0.934146543077554,0.0066885404350434,0.0031417466709294,0.872629763943744,0.996644368462838,SEKER,5,2
32622,657.009,235.270869763519,177.158189532593,1.32802706092361,0.658024287867092,32902,203.802896025426,0.779311992355471,0.991489879034709,0.94968113253043,0.866247896436466,0.0072120308308355,0.0025049906509595,0.750385418080603,0.99653214133352,SEKER,5,2
32698,653.049,225.014190639487,185.143724263941,1.21534873263491,0.568317851857586,32994,204.040159365137,0.767684830840749,0.991028671879736,0.963472927514416,0.906787962062559,0.0068815888017458,0.002870063235328,0.822264408141568,0.999338006325646,SEKER,5,2
32705,654.454,223.875867501602,186.149929796842,1.20266425964239,0.555543832848451,33021,204.061998692955,0.779469946136613,0.990430332212834,0.959545923206473,0.911496182997459,0.0068453101208256,0.0029146895796483,0.830825291618938,0.999203884237062,SEKER,5,2
32713,660.043,215.416320785902,193.486462096994,1.11334053272376,0.439591560128493,33020,204.086955063084,0.799516081728419,0.990702604482132,0.943595320689673,0.947407115294304,0.0065850371652218,0.0032725369697307,0.897580242110275,0.999312464913372,SEKER,5,2
32729,656.679,214.265720692008,194.793825044591,1.09996156522395,0.416528465712701,33066,204.13685865036,0.769153036285016,0.989808262263352,0.953753937226312,0.952727566458439,0.0065466626139511,0.0033271673697127,0.90768981588982,0.998423910624001,SEKER,5,2
32774,660.614,222.870051301159,187.479247653151,1.18877184590309,0.540717402508646,33120,204.277147128968,0.790153816481026,0.989553140096618,0.943721321119155,0.916575133968688,0.0068002090468407,0.0029605630209838,0.840109976209718,0.998699087180431,SEKER,5,2
32775,649.807,220.02509946298,189.809403781021,1.15918966647626,0.505764487610189,33062,204.280263556456,0.772630834512023,0.991319339422902,0.975402340828814,0.928440728148955,0.0067131990682831,0.0030769895577122,0.862002185685762,0.999224026126888,SEKER,5,2
32795,651.03,225.210252085729,185.600231202765,1.2134157949388,0.566415511021873,33091,204.342582125189,0.775992617481425,0.991054969629204,0.972334053139782,0.907341385361995,0.006867213053384,0.0028710659269699,0.823268389590625,0.998966867403093,SEKER,5,2
32796,654.824,223.145368688528,187.419262114213,1.19062131699432,0.542744878080534,33111,204.345697554743,0.800820452714087,0.990486545256863,0.961128742472966,0.915751461729746,0.0068040422212626,0.0029515982546434,0.838600739660167,0.998455917086599,SEKER,5,2
32799,653.729,219.905549413948,190.112339602128,1.15671370871649,0.502601593364647,33087,204.355043558432,0.746177996177996,0.991295675038535,0.964439445502009,0.929285523275979,0.0067046418919463,0.0030842674851224,0.86357158377031,0.998905089405132,SEKER,5,2
32829,658.101,221.599499993417,189.002627541416,1.17246782690817,0.52207126255298,33154,204.448480097336,0.789785166117353,0.990197261265609,0.952538233225274,0.922603526196624,0.0067501142280732,0.0030168333857138,0.851197266550445,0.998001409382572,SEKER,5,2
32836,669.19,218.406003761023,191.758772774643,1.13896225242167,0.478674896169862,33225,204.470275812705,0.802914710485133,0.98829194883371,0.921427619698948,0.93619347587365,0.0066514192886168,0.0031517846019845,0.876458224268386,0.998252833266218,SEKER,5,2
32849,664.105,230.72230757754,181.743685501681,1.26949284064896,0.616038377882255,33245,204.510747407087,0.746568181818182,0.98808843435103,0.935962647337584,0.886393472544288,0.007023723936118,0.0026745664541091,0.785693388169121,0.997432131225923,SEKER,5,2
32870,655.512,220.358162919771,190.020659766901,1.15965370918134,0.50635283368871,33198,204.576107684756,0.781242572610163,0.990119886740165,0.961276389025118,0.928379983632551,0.0067039295077508,0.0030719367875349,0.861889394009576,0.999493232667258,SEKER,5,2
32885,659.728,227.067403663747,184.559693246439,1.23031957666156,0.582547094512749,33225,204.622780815372,0.785669915902141,0.989766741911211,0.949462631936475,0.901154359955551,0.0069048929196821,0.002808881797127,0.812079180466898,0.999116913527703,SEKER,5,2
32920,671.612,219.093133833251,191.462212480656,1.14431527242164,0.486132629246483,33376,204.731643408345,0.777974713458584,0.98633748801534,0.917134004436038,0.934450294385598,0.006655319982784,0.0031302103588433,0.873197352677331,0.999213066506813,SEKER,5,2
32925,656.646,225.128170216913,186.461528278006,1.20737061578331,0.560364526908099,33252,204.747190482324,0.768683024770621,0.990166005052328,0.959562001189692,0.909469438165153,0.006837605777279,0.0028856008619482,0.827134658956439,0.998658082519951,SEKER,5,2
32934,668.197,221.408730830372,189.601811051501,1.1677564133089,0.516407504501626,33401,204.775172240943,0.776708645818593,0.986018382683153,0.926926508208133,0.924873971649417,0.0067228010818719,0.0030343121339751,0.855391863434566,0.998889334417966,SEKER,5,2
32947,668.231,209.693292722529,200.249599312651,1.04715961201567,0.296720861081351,33336,204.815583587747,0.765319396051103,0.988330933525318,0.927198032842191,0.976738840468128,0.0063645640793556,0.0035732405847105,0.954018762479024,0.999009917173207,SEKER,5,2
32951,688.26,226.649046227471,185.521575459696,1.22168564850674,0.57444786808749,33524,204.828016244283,0.770801656179092,0.982907767569503,0.874124721476479,0.903723265787372,0.006878366247685,0.0028301334321693,0.816715741125394,0.997769899842441,SEKER,5,2
32988,676.797,224.751709935168,187.177294457018,1.20074237950254,0.553546740934802,33461,204.942982562769,0.766699205131781,0.985864140342488,0.905000876844604,0.911863952545177,0.006813135380598,0.0029056745675034,0.831495867951313,0.998412327030391,SEKER,5,2
33006,669.769,223.527749139746,188.24294120801,1.18744292723702,0.539249994326433,33458,204.998888810473,0.757018348623853,0.986490525434874,0.924597413774908,0.917107113543703,0.0067723368217822,0.0029552794956776,0.841085457712463,0.998740977962579,SEKER,5,2
33010,665.85,224.971259206432,186.890091494319,1.20376236860728,0.556677424230566,33374,205.011310350692,0.791587731709072,0.989093306166477,0.935626642704888,0.911277783099284,0.0068152456590861,0.0028991080835029,0.830427197970345,0.999637010784689,SEKER,5,2
33013,652.684,223.781853880398,188.029142329705,1.19014452285274,0.54222382295702,33289,205.020626011975,0.789784688995215,0.991708972934002,0.973842946411521,0.916162872265549,0.0067785979426407,0.0029458483762575,0.83935440851786,0.998953052029837,SEKER,5,2
33019,655.703,224.450211414497,187.502627162863,1.19705102168804,0.549663318002298,33340,205.039256064809,0.764328703703704,0.990371925614877,0.965071385531109,0.913517767582578,0.0067976077838364,0.002920141254304,0.834514711689057,0.998956688241087,SEKER,5,2
33051,663.071,218.951371381023,192.47394174679,1.13756371067137,0.476689675487118,33423,205.138587771881,0.777926846490609,0.988869939861772,0.944657550199048,0.936913920556798,0.0066246519433912,0.0031487747564855,0.87780769453311,0.998562178248962,SEKER,5,2
33058,655.511,224.44587881024,187.878161189724,1.1946352752707,0.547087283438198,33320,205.16031017196,0.799274661508704,0.992136854741897,0.966777360039696,0.91407474826221,0.0067894572814519,0.0029237596548561,0.835532645410622,0.998156771847777,SEKER,5,2
33062,667.966,222.039143557775,189.781341162754,1.16997351898444,0.519088990364949,33439,205.172721939428,0.778662270372115,0.988725739406083,0.931172778173704,0.924038521550332,0.0067158412545452,0.0030202332956252,0.853847189308923,0.998978600750738,SEKER,5,2
33078,659.456,235.560077511721,178.931232760117,1.31648384621328,0.650391530940832,33333,205.222361502712,0.787721470756335,0.992349923499235,0.955822960677117,0.87121028176984,0.0071213518807582,0.0025306621944067,0.759007355061484,0.999220922095507,SEKER,5,2
33078,652.214,221.386902518904,190.354812125572,1.16302235833608,0.510582618449458,33327,205.222361502712,0.77241733607323,0.992528580430282,0.977167182774258,0.926985106922432,0.0066928744941926,0.0030484808478703,0.859301388455993,0.999386727323554,SEKER,5,2
33089,663.915,217.335822126728,194.207048851102,1.11909337695234,0.448903019458828,33466,205.256481738682,0.774410222804718,0.988734835355286,0.943340639820542,0.944420849403268,0.0065682197143077,0.003223218146173,0.891930740787591,0.998153784715584,SEKER,5,2
33090,653.809,228.406675036144,184.688554788127,1.23671266634887,0.588365282366854,33352,205.259583297069,0.769355963729365,0.992144399136484,0.972758069244267,0.898658426968423,0.0069025891518931,0.0027769649097792,0.80758696836136,0.998753032950781,SEKER,5,2
33143,648.385,222.526309539847,189.737379264391,1.17281218072358,0.522480156774231,33377,205.423898880236,0.769979555803364,0.992989184168739,0.990685399616032,0.923144320799745,0.0067141269510861,0.0030077914493752,0.852195437024823,0.999465188899767,SEKER,5,2
33159,653.801,222.44402868829,189.980420019631,1.17087870773896,0.520175444011767,33415,205.473477762638,0.788111422731378,0.992338770013467,0.974810341281187,0.923708669431479,0.0067084058231035,0.0030125840247186,0.853237705982873,0.99903786257538,SEKER,5,2
33168,680.621,234.31554800769,180.582753928228,1.29755219095184,0.63722005194865,33542,205.501360627554,0.761240274494503,0.988849800250432,0.899742964189992,0.877028273944543,0.0070645063919346,0.002578196195846,0.769178593298145,0.998049368967265,SEKER,5,2
33171,654.338,222.253649008938,190.361453229385,1.16753494595948,0.516138042666578,33429,205.510654075184,0.790237278444826,0.992282150228843,0.973563187362105,0.924667176406717,0.0067002396373018,0.0030214253189055,0.85500938712397,0.998253338590635,SEKER,5,2
33194,664.658,232.308544254803,182.085601664036,1.27582050492621,0.621001572333122,33520,205.581889883178,0.7736988089411,0.99027446300716,0.944219534016819,0.884951909722653,0.0069985100998615,0.0026476711280204,0.783139882521771,0.999145920346777,SEKER,5,2
33236,660.788,210.858002487167,200.927367309907,1.04942400485417,0.303273094043191,33611,205.711909010679,0.768284789644013,0.988842938323763,0.956520581600019,0.975594507129028,0.0063442653293767,0.0035451815972196,0.95178464234033,0.998825651123482,SEKER,5,2
33248,660.068,230.96983467744,183.429248655006,1.25917669276315,0.607696024139773,33511,205.749042241646,0.787661983843074,0.992151830742144,0.958954568388314,0.890804821023422,0.0069468790506929,0.0026983590374317,0.79353322915857,0.999198547089552,SEKER,5,2
33251,658.962,217.452162976616,194.983482547544,1.11523376306295,0.442693502941374,33565,205.758324502288,0.757943925233645,0.99064501713094,0.962263101295507,0.94622339776135,0.0065397179927405,0.0032338026694238,0.895338718471033,0.998511968216407,SEKER,5,2
33276,704.493,234.788138398934,180.705496041287,1.29928609556673,0.638461899955089,33857,205.835660395878,0.759656652360515,0.982839590040464,0.842534348413973,0.876686794313852,0.0070557800937292,0.0025710034444863,0.768579735324297,0.998604963441218,SEKER,5,4
33316,670.587,229.218082946795,185.279361525868,1.23714849327561,0.588756561495935,33699,205.95933742464,0.782616866337797,0.988634677586872,0.931005952172734,0.898530058260921,0.0068801201508822,0.0027663442606994,0.807356265598374,0.998819587521652,SEKER,5,2
33319,668.601,225.017237808188,188.836510273636,1.19159815801576,0.54380889242355,33732,205.968610208038,0.79603879969419,0.987756433060595,0.936629385098983,0.915345918447426,0.0067534211053209,0.0029244526283231,0.837858150418362,0.998390228717008,SEKER,5,2
33325,674.433,223.825484177477,189.735706376687,1.17966980729031,0.530484184982245,33701,205.987154522556,0.798969072164949,0.988843061036764,0.920666620585032,0.920302508356125,0.0067164436362333,0.002971950421599,0.846956706886575,0.99912925519612,SEKER,5,2
33330,653.776,224.360166693822,189.431387512528,1.18438749586303,0.53584201133043,33580,206.002606842785,0.790184921763869,0.992555092316855,0.979912348116995,0.918178168069874,0.0067314781486295,0.0029511959867829,0.843051148320149,0.99849923844335,SEKER,5,2
33333,679.262,220.531291441488,192.716705596529,1.14432887776316,0.48615130600508,33834,206.011877678587,0.77224075618571,0.985192410001773,0.907840654729255,0.93416166173972,0.0066160049032936,0.003107876410897,0.872658010264314,0.998607761556791,SEKER,5,2
